אנחנו רוצים לחזק את,placeholder,אֲנַחְנוּ רוֹצִים לְחַזֵּק אֶת
ממשלתנו על-ידי העמדת,placeholder,מֶמְשַׁלְתֵּנוּ עַל-יְדֵי הַעֲמָדַת
אמצעים גדולים יותר,placeholder,אֶמְצָעִים גְּדוֹלִים יוֹתֵר
לרשותנו אמצעים אלה הם,placeholder,לִרְשׁוּתֵנוּ אֶמְצָעִים אֵלֶּה הֵם
ניכרים טטרסטן היא,placeholder,נִכָּרִים טָטַרְסְטָן הִיא
יצרנית הנפט השנייה,placeholder,יַצְרָנִית הַנֵּפְט הַשְּׁנִיָּה
בגודלה בברית המועצות,placeholder,בְּגָדְלָהּ בִּבְרִית הַמּוֹעָצוֹת
ושוכנות בה תשלובות,placeholder,וְשׁוֹכְנוֹת בָּהּ תִּשְׁלוֹבוֹת
ענק תעשייתיות כמו,placeholder,עֲנָק תַּעֲשִׂיָּתִיּוֹת כְּמוֹ
מפעל המכוניות של קזאן,placeholder,מִפְעַל הַמְּכוֹנִיּוֹת שֶׁל קָזָאן
המייצר  מכלי הרכב של,placeholder,הַמְּיַצֵּר % מִכְּלֵי הָרֶכֶב שֶׁל
ברית המועצות,placeholder,בְּרִית הַמּוֹעָצוֹת
השלטונות הטטריים,placeholder,הַשִּׁלְטוֹנוֹת הַטָּטָרִיִּים
מקווים לשכנע את,placeholder,מְקַוִּים לְשַׁכְנֵעַ אֶת
מוסקווה להעביר לידיהם,placeholder,מוֹסְקְוָה לְהַעֲבִיר לִידֵיהֶם
את הבעלות על בתי,placeholder,אֶת הַבַּעֲלוּת עַל בָּתֵּי
החרושת בתמורה,placeholder,הַחֲרֹשֶׁת בִּתְמוּרָה
לחלוקת רווחים,placeholder,לַחֲלֻקַּת רְוָחִים
תוכניות גרנדיוזיות,placeholder,תָּכְנִיּוֹת גְּרַנְדְּיוֹזִיּוֹת
אלה הן לפי שעה בבחינת,placeholder,אֵלֶּה הֵן לְפִי שָׁעָה בִּבְחִינַת
חלומות אנשים רבים,placeholder,חֲלוֹמוֹת אֲנָשִׁים רַבִּים
טטרים ורוסים כאחד,placeholder,טָטָרִים וְרוּסִים כְּאֶחָד
חוששים שלשלטונות,placeholder,חוֹשְׁשִׁים שֶׁלַּשִּׁלְטוֹנוֹת
המקומיים לא יהיו די,placeholder,הַמְּקוֹמִיִּים לֹא יִהְיוּ דַּי
אמצעים לניהול כלכלה,placeholder,אֶמְצָעִים לְנִהוּל כַּלְכָּלָה
מורכבת הם מציינים כי,placeholder,מֻרְכֶּבֶת הֵם מְצַיְּנִים כִּי
לממשלת הרפובליקה אין,placeholder,לְמֶמְשֶׁלֶת הָרֶפּוּבְּלִיקָה אֵין
אפילו מיניסטריון,placeholder,אֲפִלּוּ מִינִיסְטֶרְיוֹן
תעשייתי אחד כולם,placeholder,תַּעֲשִׂיָּתִי אֶחָד כֻּלָּם
מכים על החזה וצווחים על,placeholder,מַכִּים עַל הֶחָזֶה וְצוֹוְחִים עַל
ריבונות כלכלית אבל אף,placeholder,רִבּוֹנוּת כַּלְכָּלִית אֲבָל אַף
אחד אינו יודע איך להשיג,placeholder,אֶחָד אֵינוֹ יוֹדֵעַ אֵיךְ לְהַשִּׂיג
זאת אמר אנדריי,placeholder,זֹאת אָמַר אַנְדְּרֵיי
גאוורילוב עורך העיתון,placeholder,גַּאוְרִילוֹב עוֹרֵךְ הָעִתּוֹן
היומי ווצרנאיה קזאן,placeholder,הַיּוֹמִי וְצַרְנַאְיָה קָזָאן
אף אחד לא עבד על כך אין,placeholder,אַף אֶחָד לֹא עָבַד עַל כָּךְ אֵין
להם שום תוכנית פקידים,placeholder,לָהֶם שׁוּם תָּכְנִית פְּקִידִים
מקומיים אומרים שעליהם,placeholder,מְקוֹמִיִּים אוֹמְרִים שֶׁעֲלֵיהֶם
להגיע לעסקה עם,placeholder,לְהַגִּיעַ לְעִסְקָה עִם
מוסקווה לפני שיוכלו,placeholder,מוֹסְקְוָה לִפְנֵי שֶׁיּוּכְלוּ
להתחיל לתכנן את,placeholder,לְהַתְחִיל לְתַכְנֵן אֶת
הכלכלה אבל אחרים,placeholder,הַכַּלְכָּלָה אֲבָל אֲחֵרִים
אומרים שזאת בדיוק,placeholder,אוֹמְרִים שֶׁזֹּאת בְּדִיּוּק
הבעיה ריבונות תביא,placeholder,הַבְּעָיָה רִבּוֹנוּת תָּבִיא
הכנסות מס רבות יותר,placeholder,הַכְנָסוֹת מַס רַבּוֹת יוֹתֵר
וכוח השפעה כלכלי רב,placeholder,וְכֹחַ הַשְׁפָּעָה כַּלְכָּלִי רַב
יותר ולכן הביורוקרטים,placeholder,יוֹתֵר וְלָכֵן הַבִּיוֹרוֹקְרָטִים
לעולם לא יעבירו את,placeholder,לְעוֹלָם לֹא יַעֲבִירוּ אֶת
המפעלים לשיטת השוק,placeholder,הַמִּפְעָלִים לְשִׁיטַת הַשּׁוּק
החופשי הם רוצים לשמור,placeholder,הַחָפְשִׁי הֵם רוֹצִים לִשְׁמֹר
הכל בידי הממשלה,placeholder,הַכֹּל בִּידֵי הַמֶּמְשָׁלָה
במקום לעבור להפרטה,placeholder,בִּמְקוֹם לַעֲבֹר לְהַפְרָטָה
אומר סולטן סלימזיאנוב,placeholder,אוֹמֵר סוּלְטָן סְלַימְזִיאָנוֹב
מנכל מפעל מקומי,placeholder,מַנְכַּ“ל מִפְעָל מְקוֹמִי
משותף עם פינלנד,placeholder,מְשֻׁתָּף עִם פִינְלַנְד
השאלה מהו היקף,placeholder,הַשְּׁאֵלָה מַהוּ הֶקֵּף
הסמכויות שיקבלו,placeholder,הַסַּמְכֻיּוֹת שֶׁיְּקַבְּלוּ
הטטרים ממוסקווה,placeholder,הַטָּטָרִים מִמּוֹסְקְוָה
נשארה בינתיים פתוחה,placeholder,נִשְׁאֲרָה בֵּינְתַיִם פְּתוּחָה
קזאן להוטה לחתום על,placeholder,קָזָאן לְהוּטָה לַחְתֹּם עַל
הסכם פדרטיווי חדש עם,placeholder,הֶסְכֵּם פֶדֶרָטִיוִי חָדָשׁ עִם
ילצין כמו גם על הסכם,placeholder,יֶלְצִין כְּמוֹ גַּם עַל הֶסְכֵּם
נפרד עם גורבצוב,placeholder,נִפְרָד עִם גּוּרְבָּצוֹב
ולהתחיל לעבוד אין רמז,placeholder,וּלְהַתְחִיל לַעֲבֹד אֵין רֶמֶז
לכך שחוזה מעין זה כבר,placeholder,לְכָךְ שֶׁחוֹזֶה מֵעֵין זֶה כְּבָר
מוכן על הנייר זאת שאלה,placeholder,מוּכָן עַל הַנְּיָר זֹאת שְׁאֵלָה
קשה מאוד אומר בוריס,placeholder,קָשָׁה מְאֹד אוֹמֵר בּוֹרִיס
זולוטוחין ציר בפרלמנט,placeholder,זוֹלוֹטוֹחִין צִיר בַּפַּרְלָמֶנְט
הרוסי היא כל כך קשה עד,placeholder,הָרוּסִי הִיא כָּל כָּךְ קָשָׁה עַד
שאיש אינו רוצה לעלות,placeholder,שֶׁאִישׁ אֵינוֹ רוֹצֶה לַעֲלוֹת
לדוכן ולדבר על כך,placeholder,לַדּוּכָן וּלְדַבֵּר עַל כָּךְ
פקידי ממשלה רוסים,placeholder,פְּקִידֵי מֶמְשָׁלָה רוּסִים
מזהירים שריבונות לא,placeholder,מַזְהִירִים שֶׁרִבּוֹנוּת לֹא
תביא עמה רק ברכה הם,placeholder,תָּבִיא עִמָּהּ רַק בְּרָכָה הֵם
רוצים את ההכנסה שלהם,placeholder,רוֹצִים אֶת הַהַכְנָסָה שֶׁלָּהֶם
אומר ויטלי סירובאטקו,placeholder,אוֹמֵר וִיטָלִי סִירוֹבְאֶטְקוֹ
סגן יור בית צירי,placeholder,סְגַן יוֹר בֵּית צִירֵי
הלאומים בפרלמנט,placeholder,הַלְּאֻמִּים בַּפַּרְלָמֶנְט
הרוסי אבל הם גם יצטרכו,placeholder,הָרוּסִי אֲבָל הֵם גַּם יִצְטָרְכוּ
עכשיו לממן בעצמם את,placeholder,עַכְשָׁיו לְמַמֵּן בְּעַצְמָם אֶת
ההוצאות שלהם פקידים,placeholder,הַהוֹצָאוֹת שֶׁלָּהֶם פְּקִידִים
גם חוששים מאפליית,placeholder,גַּם חוֹשְׁשִׁים מֵאַפְלָיַת
רוסים החיים בקרב,placeholder,רוּסִים הַחַיִּים בְּקֶרֶב
מיעוטים לאומיים,placeholder,מִעוּטִים לְאֻמִּיִּים
המקבלים אוטונומיה,placeholder,הַמְּקַבְּלִים אוֹטוֹנוֹמְיָה
הרוסים בטטרסטן יצאו,placeholder,הָרוּסִים בְּטָטַרְסְטָן יָצְאוּ
למלחמת חורמה נגד חוק,placeholder,לְמִלְחֶמֶת חָרְמָה נֶגֶד חֹק
חדש ההופך את הטטרית,placeholder,חָדָשׁ הַהוֹפֵךְ אֶת הַטָּטָרִית
לשפה רשמית שנייה,placeholder,לְשָׂפָה רִשְׁמִית שְׁנִיָּה
ברפובליקה איזו תועלת,placeholder,בָּרֶפּוּבְּלִיקָה אֵיזוֹ תּוֹעֶלֶת
תהיה לילדים שלי,placeholder,תִּהְיֶה לַיְּלָדִים שֶׁלִּי
מטטרית בכל מקום אחר,placeholder,מִטָּטָרִית בְּכָל מָקוֹם אַחֵר
בעולם שואל יורי,placeholder,בָּעוֹלָם שׁוֹאֵל יוּרִי
וורונין חבר פרלמנט,placeholder,וְרוֹנִין חֲבֵר פַּרְלָמֶנְט
רוסי מקזאן אין שום טעם,placeholder,רוּסִי מִקָּזָאן אֵין שׁוּם טַעַם
להקים סביבנו גדר,placeholder,לְהָקִים סְבִיבֵנוּ גָּדֵר
גורלה של טטרסטן תלוי,placeholder,גּוֹרָלָהּ שֶׁל טָטַרְסְטָן תָּלוּי
כעת במידה רבה בבוריס,placeholder,כָּעֵת בְּמִדָּה רַבָּה בְּבוֹרִיס
ילצין נראה,placeholder,יֶלְצִין נִרְאֶה
שביורוקרטים מקומיים,placeholder,שֶׁבְּיוֹרוֹקְרָטִים מְקוֹמִיִּים
מאמינים שהוא יעביר,placeholder,מַאֲמִינִים שֶׁהוּא יַעֲבִיר
לידיהם את מפתחות,placeholder,לִידֵיהֶם אֶת מַפְתְּחוֹת
הכלכלה כאשר ביקר,placeholder,הַכַּלְכָּלָה כַּאֲשֶׁר בִּקֵּר
בקזאן באוגוסט אומר,placeholder,בְּקָזָאן בְּאוֹגוּסְט אוֹמֵר
יארמקוב הוא אמר לנו לקחת,placeholder,יַארְמָקוֹב הוּא אָמַר לָנוּ לָקַחַת
כמה שאנו יכולים,placeholder,כַּמָּה שֶׁאָנוּ יְכוֹלִים
קבוצות לאומיות טטריות,placeholder,קְבוּצוֹת לְאֻמִּיּוֹת טָטָרִיּוֹת
פוטרות אמונה זאת,placeholder,פּוֹטְרוֹת אֱמוּנָה זֹאת
כנאיווית ילצין הוא רק,placeholder,כְּנָאִיוִית יֶלְצִין הוּא רַק
מהמר אמרה פזיה,placeholder,מְהַמֵּר אָמְרָה פַזְיָה
באירנובה אנחנו נראה,placeholder,בַּאִירְנוֹבָה אֲנַחְנוּ נַרְאֶה
לו מה זאת ריבונות ועל מה,placeholder,לוֹ מָה זֹאת רִבּוֹנוּת וְעַל מָה
היא עומדת כל עוד ילצין,placeholder,הִיא עוֹמֶדֶת כָּל עוֹד יֶלְצִין
מתכתש עם גורבצוב על,placeholder,מִתְכַּתֵּשׁ עִם גּוּרְבָּצוֹב עַל
ריבונות רבה יותר,placeholder,רִבּוֹנוּת רַבָּה יוֹתֵר
לרוסיה הרי ההיגיון,placeholder,לְרוּסְיָה הֲרֵי הַהִגָּיוֹן
מחייב שיתמוך,placeholder,מְחַיֵּב שֶׁיִּתְמֹךְ
בריבונות רבה יותר,placeholder,בְּרִבּוֹנוּת רַבָּה יוֹתֵר
לנתיניו שלו אבל,placeholder,לִנְתִינָיו שֶׁלּוֹ אֲבָל
אסטרטגיה זאת עלולה,placeholder,אַסְטְרָטֶגְיָה זֹאת עֲלוּלָה
להיות תחבולה זמנית,placeholder,לִהְיוֹת תַּחְבּוּלָה זְמַנִּית
במשך עשרות שנים היה,placeholder,בְּמֶשֶׁךְ עֶשְׂרוֹת שָׁנִים הָיָה
ילצין ביורוקרט שדברו,placeholder,יֶלְצִין בְּיוּרוֹקְרָט שֶׁדְּבָרוֹ
היה חוק אומר סגן הרקטור,placeholder,הָיָה חֹק אוֹמֵר סְגַן הָרֶקְטוֹר
של אוניברסיטת קזאן,placeholder,שֶׁל אוּנִיבֶרְסִיטַת קָזָאן
מיקרקסים אוסמנוב,placeholder,מִקַּרְקְסִים אוֹסְמִנּוֹב
השאיפה לצוות ולפקד,placeholder,הַשְּׁאִיפָה לְצַוּוֹת וּלְפַקֵּד
הפכה להרגל השאלה היא,placeholder,הָפְכָה לְהֶרְגֵּל הַשְּׁאֵלָה הִיא
באיזו מידה יכול אדם,placeholder,בְּאֵיזוֹ מִדָּה יָכוֹל אָדָם
להשתנות ובאיזו מידה,placeholder,לְהִשְׁתַּנּוֹת וּבְאֵיזוֹ מִדָּה
ישרטט העתיד מחדש את,placeholder,יְשַׂרְטֵט הֶעָתִיד מֵחָדָשׁ אֶת
מפת רוסיה לוקח לה זמן,placeholder,מַפַּת רוּסְיָה לוֹקֵחַ לָהּ זְמַן
עד שקומדיה איטלקית זו,placeholder,עַד שֶׁקּוֹמֶדְיָה אִיטַלְקִית זוֹ
מתחילה להתחמם וגם אז,placeholder,מַתְחִילָה לְהִתְחַמֵּם וְגַם אָז
היא בוערת על אש קטנה,placeholder,הִיא בּוֹעֶרֶת עַל אֵשׁ קְטַנָּה
אולם משום שזו להבה,placeholder,אוּלָם מִשּׁוּם שֶׁזּוֹ לֶהָבָה
נעימה למדי אפשר,placeholder,נְעִימָה לְמַדַּי אֶפְשָׁר
במידה מסוימת ליהנות,placeholder,בְּמִדָּה מְסֻיֶּמֶת לֵהָנוֹת
מחומה הקומי הסרט,placeholder,מֵחֻמָּהּ הַקּוֹמִי הַסֶּרֶט
שמבוסס על מחזה,placeholder,שֶׁמְּבֻסָּס עַל מַחֲזֶה
מפגיש שש דמויות,placeholder,מַפְגִּישׁ שֵׁשׁ דְּמֻיּוֹת
המחפשות אהבה בדירה,placeholder,הַמְּחַפְּשׂוֹת אַהֲבָה בְּדִירָה
רומאית אחת והוא איננו זז,placeholder,רוֹמָאִית אַחַת וְהוּא אֵינֶנּוּ זָז
ממנה לכל אורך העלילה,placeholder,מִמֶּנָּה לְכָל אֹרֶךְ הָעֲלִילָה
החבורה מורכבת מארבעה,placeholder,הַחֲבוּרָה מֻרְכֶּבֶת מֵאַרְבָּעָה
גברים ושתי נשים,placeholder,גְּבָרִים וּשְׁתֵּי נָשִׁים
כולם צעירים וסימפאטים,placeholder,כֻּלָּם צְעִירִים וְסִימְפָּאטִים
וכולם אנשי תיאטרון,placeholder,וְכֻלָּם אַנְשֵׁי תֵּאַטְרוֹן
עובדה המעניקה צידוק,placeholder,עֻבְדָּה הַמַּעֲנִיקָה צִדּוּק
לצביון התיאטרלי של,placeholder,לַצִּבְיוֹן הַתֵּאַטְרָלִי שֶׁל
העיבוד הדירה שייכת,placeholder,הָעִבּוּד הַדִּירָה שַׁיֶּכֶת
לפראנצסקה וכאשר,placeholder,לִפְרַאנְצֶסְקָה וְכַאֲשֶׁר
הסרט נפתח מתגורר בה,placeholder,הַסֶּרֶט נִפְתָּח מִתְגּוֹרֵר בָּהּ
פאולו חברה לשעבר היא,placeholder,פָּאוּלוֹ חֲבֵרָהּ לְשֶׁעָבַר הִיא
מגיעה לדירה לאחר,placeholder,מַגִּיעָה לַדִּירָה לְאַחַר
סיבוב הופעות ברחבי,placeholder,סִבּוּב הוֹפָעוֹת בְּרַחֲבֵי
איטליה יחד עם חבר פיירו,placeholder,אִיטַלְיָה יַחַד עִם חָבֵר פְּייֶרוֹ
כדי שפראנצסקה לא,placeholder,כְּדֵי שֶׁפְרַאנְצֶסְקָה לֹא
תחשוב שהוא חסר חברה,placeholder,תַּחֲשֹׁב שֶׁהוּא חָסֵר חֶבְרָה
נשית מזמין פאולו לדירה,placeholder,נָשִׁית מַזְמִין פָּאוּלוֹ לַדִּירָה
את סופי שבה מאוהב חברו,placeholder,אֶת סוֹפִי שֶׁבָּהּ מְאֹהָב חֲבֵרוֹ
לדירה גוליאנו כדי,placeholder,לַדִּירָה גּוּלִיַאנוֹ כְּדֵי
שתתחזה לחברתו,placeholder,שֶׁתִּתְחַזֶּה לַחֲבֶרְתּוֹ
החדשה הצלע הששית,placeholder,הַחֲדָשָׁה הַצֵּלָע הַשִּׁשִּׁית
בתסבוכת אהבים זו היא,placeholder,בְּתִסְבֹּכֶת אֲהָבִים זוֹ הִיא
אנריקו חברו של פאולו,placeholder,אֶנְרִיקוֹ חֲבֵרוֹ שֶׁל פָּאוּלוֹ
שאולי ניהל רומן עם,placeholder,שֶׁאוּלַי נִהֵל רוֹמָן עִם
פראנצסקה מאחורי גבו,placeholder,פְרַאנְצֶסְקָה מֵאֲחוֹרֵי גַּבּוֹ
מסובך לא כל כך וגם לא,placeholder,מְסֻבָּךְ לֹא כָּל כָּךְ וְגַם לֹא
ממש ברומו של עולם קשה,placeholder,מַמָּשׁ בְּרוּמוֹ שֶׁל עוֹלָם קָשֶׁה
להתרגש מהשאלה אם,placeholder,לְהִתְרַגֵּשׁ מֵהַשְּׁאֵלָה אִם
פאולו ופראנצסקה יחזרו,placeholder,פָּאוּלוֹ וּפְרַאנְצֶסְקָה יַחְזְרוּ
לחיות יחד אולם יש לסרט,placeholder,לִחְיוֹת יַחַד אוּלָם יֵשׁ לַסֶּרֶט
חן מסוים שמכפר על,placeholder,חֵן מְסֻיָּם שֶׁמְּכַפֵּר עַל
טריוויאליות מסוימת,placeholder,טְרִיוְיָאלִיּוּת מְסֻיֶּמֶת
זו הסרט שייך לזאנר,placeholder,זוֹ הַסֶּרֶט שַׁיָּךְ לְזָאנֶר
ותיק של מחזות וסרטים,placeholder,וָתִיק שֶׁל מַחֲזוֹת וּסְרָטִים
שמפגישים קבוצה של,placeholder,שֶׁמַּפְגִּישִׁים קְבוּצָה שֶׁל
דמויות באתר אחד,placeholder,דְּמֻיּוֹת בַּאֲתָר אֶחָד
מפרידים ביניהם ומאחדים,placeholder,מַפְרִידִים בֵּינֵיהֶם וּמְאַחֲדִים
ביניהם מחדש בזיווגים,placeholder,בֵּינֵיהֶם מֵחָדָשׁ בְּזִוּוּגִים
רומנטים חדשימישנים,placeholder,רוֹמַנְטִים חֲדָשִׁימְיְשָׁנִים
משחקי אהבה ומקריות,placeholder,מִשְׂחֲקֵי אַהֲבָה וּמִקְרִיּוּת
אלה מתנהלים כאן,placeholder,אֵלֶּה מִתְנַהֲלִים כָּאן
במידה מסוימת של,placeholder,בְּמִדָּה מְסֻיֶּמֶת שֶׁל
אלגנטיות ושנינות,placeholder,אֶלֶגַנְטִיּוּת וּשְׁנִינוּת
ולפיכך אנו מוכנים,placeholder,וּלְפִיכָךְ אָנוּ מוּכָנִים
להתעלם מהעובדה,placeholder,לְהִתְעַלֵּם מֵהָעֻבְדָּה
שבדירה הזו כבר היינו,placeholder,שֶׁבַּדִּירָה הַזּוֹ כְּבָר הָיִינוּ
במנהאטן לונדון וערים,placeholder,בְּמַנְהָאטֶן לוֹנְדוֹן וְעָרִים
רבות נוספות מה שמציל,placeholder,רַבּוֹת נוֹסָפוֹת מָה שֶׁמַּצִּיל
את הסרט היא העובדה,placeholder,אֶת הַסֶּרֶט הִיא הָעֻבְדָּה
שלמרות אופיו,placeholder,שֶׁלַּמְרוֹת אָפְיוֹ
הבין-לאומי זהו בכל זאת,placeholder,הַבֵּין-לְאֻמִּי זֶהוּ בְּכָל זֹאת
סרט איטלקי והחן,placeholder,סֶרֶט אִיטַלְקִי וְהַחֵן
האיטלקי פורץ ממנו,placeholder,הָאִיטַלְקִי פּוֹרֵץ מִמֶּנּוּ
בהזדמנויות רבות גם,placeholder,בְּהִזְדַּמְנֻיּוֹת רַבּוֹת גַּם
כאשר הדמויות אומרות,placeholder,כַּאֲשֶׁר הַדְּמֻיּוֹת אוֹמְרוֹת
משפטים שאפילו וודי,placeholder,מִשְׁפָּטִים שֶׁאֲפִלּוּ ווּדִי
אלן לא היה מתבייש,placeholder,אָלֶן לֹא הָיָה מִתְבַּיֵּשׁ
להיות חתום עליהם הצליל,placeholder,לִהְיוֹת חָתוּם עֲלֵיהֶם הַצְּלִיל
האיטלקי מוסיף להם מידה,placeholder,הָאִיטַלְקִי מוֹסִיף לָהֶם מִדָּה
של ספונטניות ואנרגיה,placeholder,שֶׁל סְפּוֹנְטָנִיּוּת וְאֶנֶרְגְיָה
שהופכת אותם למוצלחים,placeholder,שֶׁהוֹפֶכֶת אוֹתָם לְמֻצְלָחִים
יותר ממה שהם באמת,placeholder,יוֹתֵר מִמָּה שֶׁהֵם בֶּאֱמֶת
הדבר נכון גם לגבי,placeholder,הַדָּבָר נָכוֹן גַּם לְגַבֵּי
שחקני הסרט ובראשת,placeholder,שַׂחְקָנֵי הַסֶּרֶט וּבְרֵאַשְׁתָּ
לינה ססטרי המגלמת את,placeholder,לִינָה סֶסְטְרִי הַמְּגַלֶּמֶת אֶת
פראנצסקה וסרגיו,placeholder,פְרַאנְצֶסְקָה וְסֶרְגְיוֹ
קסטליטו המגלם את,placeholder,קְסָטְלִיטוּ הַמְּגַלֵּם אֶת
דמותו של פאולו,placeholder,דְּמוּתוֹ שֶׁל פָּאוּלוֹ
קסטליטו ממשיך מסורת,placeholder,קְסַטְלִיטוּ מַמְשִׁיךְ מַסֹּרֶת
של מאהבים איטלקים,placeholder,שֶׁל מְאַהֲבִים אִיטַלְקִים
חביבים ועגומים כאלה,placeholder,חֲבִיבִים וַעֲגוּמִים כָּאֵלֶּה
שגילמו בעבר אלברטו,placeholder,שֶׁגִּלְּמוּ בֶּעָבָר אַלְבֶּרְטוֹ
סורדי או נינו מנפרדי את,placeholder,סוֹרְדַי אוֹ נִינוֹ מִנִּפְרְדִי אֶת
הסרט ביים ריקי,placeholder,הַסֶּרֶט בִּיֵּם רִיקֵי
טוניאצי בנו של השחקן,placeholder,טוֹנִיַאצִי בְּנוֹ שֶׁל הַשַּׂחְקָן
האיטלקי אוגו טוניאצי,placeholder,הָאִיטַלְקִי אוּגוֹ טוֹנִיַאצִי
שנפטר לפני ימים אחדים,placeholder,שֶׁנִּפְטַר לִפְנֵי יָמִים אֲחָדִים
זהו סרטו הראשון כבמאי,placeholder,זֶהוּ סִרְטוֹ הָרִאשׁוֹן כְּבַמַּאי
ויש משהו סימפאטי,placeholder,וְיֵשׁ מַשֶּׁהוּ סִימְפָּטִי
בעובדה שהוא בחר,placeholder,בָּעֻבְדָּה שֶׁהוּא בָּחַר
לפתוח את הקריירה,placeholder,לִפְתֹּחַ אֶת הַקַּרְיֵרָה
שלו עם סרט קאמרי וצנוע,placeholder,שֶׁלּוֹ עִם סֶרֶט קָאמֶרִי וְצָנוּעַ
באופיו יש לסרט בעיות,placeholder,בְּאָפְיוֹ יֵשׁ לַסֶּרֶט בְּעָיוֹת
של קצב וכיוון אולם הוא,placeholder,שֶׁל קֶצֶב וְכִוּוּן אוּלָם הוּא
מעניק בידור חביב למדי,placeholder,מַעֲנִיק בִּדּוּר חָבִיב לְמַדַּי
ואנו מצליחים להתיידד,placeholder,וְאָנוּ מַצְלִיחִים לְהִתְיַדֵּד
עמו ועם דמויותיו,placeholder,עִמּוֹ וְעִם דְּמֻיּוֹתָיו
כוחות צהל פעלו ביום,placeholder,כֹּחוֹת צַהַל פָּעֲלוּ בְּיוֹם
חמישי בלילה באזור,placeholder,חֲמִישִׁי בַּלַּיְלָה בְּאֵזוֹר
אקלים אל-תופח שמונה קם,placeholder,אִקְלִים אַל-תּוּפַח שְׁמוֹנָה ק“ם
צפונית לאזור הביטחון,placeholder,צְפוֹנִית לְאֵזוֹר הַבִּטָּחוֹן
בדרום לבנון נגד יעדי,placeholder,בִּדְרוֹם לְבָנוֹן נֶגֶד יַעֲדֵי
מחבלים מארגון,placeholder,מְחַבְּלִים מֵאִרְגּוּן
החיזבאללה כוחות צהל,placeholder,הַחִזְבַּאלְלַה כֹּחוֹת צַהַל
חזרו בשלום לבסיסיהם,placeholder,חָזְרוּ בְּשָׁלוֹם לִבְסִיסֵיהֶם
לאחר שגרמו לבהלה רבה,placeholder,לְאַחַר שֶׁגָּרְמוּ לְבֶהָלָה רַבָּה
ולבריחה של מחבלים,placeholder,וְלִבְרִיחָה שֶׁל מְחַבְּלִים
מארגון החיזבאללה,placeholder,מֵאִרְגּוּן הַחִזְבַּאלְלַה
שהתבססו לאחרונה,placeholder,שֶׁהִתְבַּסְּסוּ לָאַחֲרוֹנָה
מחדש בכפרים שמצפון,placeholder,מֵחָדָשׁ בַּכְּפָרִים שֶׁמִּצָּפוֹן
לאזור הביטחון הכוחות,placeholder,לְאֵזוֹר הַבִּטָּחוֹן הַכֹּחוֹת
כללו חיילי שריון,placeholder,כָּלְלוּ חַיָּלֵי שִׁרְיוֹן
תותחנים וסיירת,placeholder,תּוֹתְחָנִים וְסַיֶּרֶת
גבעתי הם פעלו בכפרים,placeholder,גִּבְעָתִי הֵם פָּעֲלוּ בַּכְּפָרִים
גיבע מילקי ומזרעת,placeholder,גִּבַּע מִלְקֵי וּמִזְרַעַת
עין-אבו סוהר קם מערבית,placeholder,עֵין-אַבּוּ סוּהֵר ק“ם מַעֲרָבִית
לגזין במהלך הפעולה,placeholder,לַגָּזִין בְּמַהֲלַךְ הַפְּעֻלָּה
נפגעו והושמדו כמה,placeholder,נִפְגְּעוּ וְהֻשְׁמְדוּ כַּמָּה
יעדים ששימשו את,placeholder,יְעָדִים שֶׁשִּׁמְּשׁוּ אֶת
המחבלים ליציאה,placeholder,הַמְּחַבְּלִים לִיצִיאָה
לפיגועים בדרום לבנון,placeholder,לְפִגּוּעִים בִּדְרוֹם לְבָנוֹן
ובישראל חיילי צהל,placeholder,וּבְיִשְׂרָאֵל חַיָּלֵי צַהַל
פעלו בתנאי שטח קשים,placeholder,פָּעֲלוּ בִּתְנָאֵי שֶׁטַח קָשִׁים
ביותר במזג אוויר,placeholder,בְּיוֹתֵר בְּמֶזֶג אֲוִיר
סגרירי ובמרחק של קם,placeholder,סַגְרִירִי וּבְמֶרְחָק שֶׁל ק“ם
צפונית מערבית לאזור,placeholder,צְפוֹנִית מַעֲרָבִית לְאֵזוֹר
הביטחון מקורות,placeholder,הַבִּטָּחוֹן מְקוֹרוֹת
צבאיים הדגישו כי,placeholder,צְבָאִיִּים הִדְגִּישׁוּ כִּי
הדגש בפעולה היה על,placeholder,הַדָּגֵשׁ בַּפְּעֻלָּה הָיָה עַל
הכנסת טנקים לשטח עמוק,placeholder,הַכְנָסַת טַנְקִים לְשֶׁטַח עָמֹק
ביותר בתוך לבנון,placeholder,בְּיוֹתֵר בְּתוֹךְ לְבָנוֹן
פריסת הכוחות ופגיעה,placeholder,פְּרִיסַת הַכֹּחוֹת וּפְגִיעָה
ביעדי מחבלים ביום אחד,placeholder,בְּיַעֲדֵי מְחַבְּלִים בְּיוֹם אֶחָד
קפידבינהמקורות מסרו כי,placeholder,קפידבינ_הַמְּקוֹרוֹת מָסְרוּ כִּי
פעולת צהל נערכה כל,placeholder,פְּעֻלַּת צַהַל נֶעֶרְכָה כָּל
הלילה ונפגעו יעדי,placeholder,הַלַּיְלָה וְנִפְגְּעוּ יַעֲדֵי
מחבלים ששימשו את,placeholder,מְחַבְּלִים שֶׁשִּׁמְּשׁוּ אֶת
ארגון חיזבאללה,placeholder,אִרְגּוּן חִזְבַּאלְלַה
כבסיסי התארגנות,placeholder,כִּבְסִיסֵי הִתְאַרְגְּנוּת
